date,title,description,best_result_raw,best_result_display,score_type,barbell_lift,set_details,notes,rx_or_scaled,pr
12/23/2018,"Finisher","4 Rounds of:6 DB Split Squats each8 1-Arm DB Rows each10 Rolling DB Tricep Extensions*Rest 30s between movements and 60s after a full round is completed.",0,"No","Checkbox","","[{""boolean"":0}]","",RX,
12/23/2018,"Extra Credit","5 Minutes of Parasympathetic Breathing OR Light Foam Rolling",1,"Yes","Checkbox","","[{""boolean"":1}]","",RX,
12/24/2018,"Strength","QoD: What are your Christmas Eve traditions?Deadlift: 3 x 3, adding weight each set. Rest 30s.",275,"275","Load","Deadlift","[{""success"":true,""load"":185},{""success"":true,""load"":225},{""success"":true,""load"":275}]","",RX,
12/24/2018,"MetCon Prep","HSPU Warm-up: 3 x 3. Rest 30s.",1,"Yes","Checkbox","","[{""boolean"":1}]","",RX,
12/24/2018,"MetCon","– Metcon: Today’s Metcon is intended to be slow and heavy. Go through each round with a pace you can sustain for 20 minutes. The deadlifts should be broken up, likely 3 x 3 and later 2 x 4.AMRAP 20:2 Legless Rope Climbs4 Strict HSPU6 Deadlifts (275, 185)8 Goblet Squats (70, 53)Rx+:(315, 205) (88, 70)L3: (Rope Climb w. legs) (Kipping HSPU) (225, 155) (53, 35)L2: (5 Strict Band Assisted Chin-ups) (8 Box Push-ups) (155, 105) (45, 30)L1: (8 Ring Rows) (6 Box Push-ups) (135, 95) (35, 25)",4,"4","Rounds + Reps","","[{""rnds"":4,""reps"":0}]","3/8 leg less rc Strict hspu275 deadlift70 goblet squat ",SCALED,
12/27/2018,"Strength","QoD: What is 1 thing you are looking forward to leaving behind in 2018 & 1 thing youre looking forward to bringing into 2019?– Strength: Today is week of 1 Paused Front Squat percentage work. You’ll see this work for the next 3 weeks with varying loading parameters. All sets should be perfect execution and relatively fast even with the 1 ONE THOUSAND pause.Paused Front Squat: 6 x 3 @75%, every 90s.- 1 Second Pause on each rep- Take 4 sets to build to 75% before starting the clock",175,"175","Load","","[{""success"":true,""load"":175}]","Knee felt good. Spent extra time stretching out hips",RX,
12/27/2018,"MetCon Prep","Snatch/Double Under Warm Up:3 Rounds of5 Muscle Snatch20 Doubles @GAME SPEED. Rest 60s",1,"Yes","Checkbox","","[{""boolean"":1}]","",RX,
12/27/2018,"Open 14.1","– Metcon: Today’s Open WOD is a nasty couplet that you need to really pace correctly to avoid redlining. Snatches should be light. Have a plan to break these up early. Effort should be at 85-90%.”Open WOD 14.1”AMRAP 10:30 Double Unders15 Power Snatch (75, 55)*Scaled (45, 35) (50 Single Unders)Rx+”Open WOD 16.3”AMRAP 7:3 Bar Muscle-ups10 Power Snatch (75, 55)",304,"304","Reps","","[{""reps"":304}]","75lb bar and singles",SCALED,PR
12/27/2018,"Extra Credit","Banded Pull-Throughs: 4 x 25. Rest 30s.",1,"Yes","Checkbox","","[{""boolean"":1}]","",RX,
12/28/2018,"Skill Work","QoD: Would you rather do 1 min of burpees or 1 min of thrusters at 60% of your body weight?– Test: Today we are performing a max set of burpees in 60s. Go AHAP on this!– Skill: After our ”test” we’ll spend 10 minutes on ONE Gymnastics weakness of your choice. This work should be 100% skill based.Max Burpees in 60sTHEN10 Minutes of ""GOAT"" work on 1 Gymnastics Movement of the athletes choice",21,"21","Reps","","[{""reps"":21}]","",RX,
12/28/2018,"MetCon","EMOM 20:Minute 1: Burpees: 50% of Max Set for all roundsMinute 2: 100 Ft. each Single Arm Front Rack Carry (53, 35)Minute 3: 10/6 Strict Chin-upsMinute 4: 15 SDHP (95, 65)Rx+: (Ring Pull-ups x 12/8)L3: (75, 55)L2: (65, 45) (Band Assisted Chin-ups)L1: (55, 35) (15 Double DB Bent-over Rows in place of Strict Chin-ups)",1,"Yes","Checkbox","","[{""boolean"":1}]","",RX,
12/28/2018,"Extra Credit","Bicep 21s: 3 x 7 each. Rest 60s.",1,"Yes","Checkbox","","[{""boolean"":1}]","",RX,
12/28/2018,"60 Seconds Max Burpees","Max burpees in 1 minute",21,"21","Reps","","[{""reps"":21}]","",RX,PR
12/28/2018,"Handstand Push-Ups: Max Reps","Handstand Push-Ups: Max Reps",4,"4","Reps","","[{""reps"":4}]","",RX,PR
12/29/2018,"Clean Balls","QOD: If you could choose anyone to go out to dinner with, who would it be? For time with a partner:40 Power Cleans (115, 75)100 Wallballs (20, 14) 30 Power Cleans (155, 105)75 Wallballs 20 Power Cleans (185, 125)50 Wallballs 10 Power Cleans (205, 135) 25 Wallballs Rx+:(Final weights are 225/145) (30, 20)L3: (95, 65) (135, 95) (155, 105) (185, 125)L2: (75, 55) (115, 75) (135, 95) (155, 105) (14, 10)L1: (Same weights as Rx, but perform Clean Grip Deadlifts) (Light Medball)30:00 Time Cap",1357,"22:37","Time","","[{""secs"":37,""mins"":22}]","95/135/155/185With Derek ",SCALED,PR
12/31/2018,"Max Thruster","QoD: Think of 1-3 memories from 2018.Warm-up Thrusters from the rack building to roughly 50% performing sets of 1.*Between sets make sure pull-up are warm and scaling is ready to go.With a partner, on a running clock:0:00-8:00Max Thruster from a Rack*Total load from both athletesRest 2:00, then go straight into AMRAP",340,"340","Load","","[{""success"":true,""load"":340}]","Scott 165Paul 175",RX,
12/31/2018,"MetCon","10:00-35:00 (on the same running clock) AMRAP of:Row 2018 Meters100 Thrusters (95, 65)100 Pull-upsRx+:(115, 75) (C2B Pull-ups)L3: (75, 55)L2: (65, 45) (Band Assisted Pull-ups)L1: (55, 35) (Ring Rows)",2949,"2949","Reps","","[{""reps"":2949}]","Partnered with Paul. ",RX,
01/01/2019,"Strength","QoD: If you had to choose ONE sense to lose, which would you give up?– Strength: Today you’ll superset your floor press and pull-ups. This is 5 ”work sets” so do not include your warm-up sets in this. For the Floor press, start at about 60% and build in a weight each set ending on a challenging but NOT maximal set.a) Medium Grip Floor Press: 5 x 5, adding weight each set. Rest 45s.b) Wide Grip Pull-ups: 5 x 5. Rest 45s.Adv: Add weightInt: BWBeg: Partner Assisted",175,"175","Load","Floor Press","[{""success"":true,""load"":100},{""success"":true,""load"":125},{""success"":true,""load"":135},{""success"":true,""load"":155},{""success"":true,""load"":175}]","",RX,
01/01/2019,"James B","– Metcon: Today’s metcon should be a burner where snatches are light and done UB. 90-95% effort.4 RFT:15 Power Snatch (75, 55)15 Burpees Over the BarRx+:(95, 65)L3: (65, 45) L2: (55, 35) L1: (10 Alt. DB Snatch) (10 Regular Burpees) 9:00 Cap",540,"9:00","Time","","[{""secs"":0,""mins"":9}]","3+8 🥵",RX,PR
01/01/2019,"MetCon Prep","2 Rounds at game speed of:10 Muscle Snatch (or Power Snatch)5 Burpees over the BarRest 60-90s.",1,"Yes","Checkbox","","[{""boolean"":1}]","",RX,
01/01/2019,"Extra Credit","AFAP:75-50-25Banded Facepull-apartsSingle Arm Banded Pushdowns (each side)",0,"0:00","Time","","[{""mins"":0}]","",RX,
01/02/2019,"MetCon","QoD: What is some good advice youve been given?– GPP: The goal of today is to perform to sledwork, carries, and shuttle sprints without the added element of time. All of this work is quite challenging and if done right we’ll leave you feeling like you’ve got a lot done in one session. The shuttle sprints are not intended to be 100% effort so work on your stride length today and arm mechanics.5 Rounds of:50m Sledpull Powerwalk @heavy. Rest 60s. (door c and back)THEN5 Rounds of:Farmer Carry x 50m. Rest 60s. (door c and back)THEN5 Rounds of:200 Meter Shuttle Sprint. Rest 60s. (end of building and back twice)50 Meters out, 50 meters back x 2 @80% (not a full sprint)*Alternate Workout OptionAMRAP 25 with a partner:Run 200 Meters*One athlete completes a full set at a time.",1,"Yes","Checkbox","","[{""boolean"":1}]","",RX,
01/02/2019,"Extra Credit","Banded Ab Pulldowns: 3 x 20. Rest 60s.",1,"Yes","Checkbox","","[{""boolean"":1}]","",RX,
01/03/2019,"Strength","QoD: What is the general rule for protein consumption (grams per pounds of lean muscle)?– Strength: Week 2 of Pause Front Squat work. This week should be 5% heavier, BUT all sets should look like last week and be executed perfectly.Paused Front Squat: 5 x 3 @80%, every 90s.- 1 Second Pause on each rep- Take 4 sets to build to 80% before starting the clock",180,"180","Load","Front Pause Squat","[{""success"":true,""load"":180},{""success"":true,""load"":180},{""success"":true,""load"":180},{""success"":true,""load"":180},{""success"":true,""load"":180}]","",RX,
01/03/2019,"MetCon Prep","2 Rounds of:15s AB Sprint (increase intensity on each set)10 Air Squats5 KBSRest 60s.",1,"Yes","Checkbox","","[{""boolean"":1}]","",RX,
01/03/2019,"MetCon","– Metcon: Today we are looking at sustaining higher-output, around 85% for all sets. You’ll have enough rest to do this, but make sure you do not go 100% or you’ll likely won’t be able to recover. Every 4:00 x 5 Sets:30s Assault Bike Sprint20 Air Squats10 KBS (70, 53)Rx+:(Alt. Pistols, total) (88, 70) L3: (53, 35)L2: (45, 30) L1: (20s AB) (12 Air Squats) (35, 25 Russian Swings)*Score= Split time from every round (5)**Alternate Option- 30s Max Effort Row or Ski Erg- 200m Shuttle Run (out 100m/back 100m)- 30s Sledpush Sprint (empty sled)",99,"1:39","Time","","[{""secs"":44,""mins"":1},{""secs"":46,""mins"":1},{""secs"":45,""mins"":1},{""secs"":49,""mins"":1},{""secs"":39,""mins"":1}]","",RX,
01/03/2019,"Extra Credit","Double Leg Prone Banded Leg Curls: 3 x 30-40. Rest 60s.",1,"Yes","Checkbox","","[{""boolean"":1}]","",RX,
01/04/2019,"Strength","QoD: What are you looking forward to doing this weekend?– Strength: Build to a 1RM shoulder press over the course of 6-7 sets. Make sure you have a plan and don’t make too big of jumps in weight too quickly. Take your time. Last tested on 7/10.Shoulder Press: 1RM. Rest 2:00 - build to a 1-Rep max over the course of 6-7 sets. - Beginner: 5 x 5, adding light weight per set. Rest 2:00",125,"125","Load","Shoulder Press","[{""success"":true,""load"":125}]","",RX,
01/04/2019,"MetCon Prep","2 Rounds of:10 Box Jumps8 Push Press6 T2B or Knee Lifts",1,"Yes","Checkbox","","[{""boolean"":1}]","",RX,
01/04/2019,"Extra Credit","Ring Rows w. pause: 4 x 10-15. Rest 60s.- Adv wear a vest + elevated feet- Pause for 1 ct.",1,"Yes","Checkbox","","[{""boolean"":1}]","",RX,
01/04/2019,"Open 12.3","– Metcon: This open workout is a pacing piece where you have to make sure you’re smart with your pacing and scaling. You’ll want to go out slower than you think on this workout trying to sustain yourself for the duration. 18 minutes is a marathon for an Open WOD.”Open WOD 12.3”AMRAP 18:15 Box Jumps (24, 20)12 Push Press (115, 75)9 T2BL3: (95, 65)L2: (20, 15) (75, 55) (Knee Lifts)L1: (20, 15 16 Step-ups, alt.) (Light DB Push Press) (Abmat Sit-ups)",6.028,"6+28","Rounds + Reps","","[{""rnds"":6,""reps"":28}]","",SCALED,PR
01/05/2019,"3 Partner Metcon","QoD: What are 3 words you would use to describe your perfect day?– Metcon: Today’s partner workout is broken down into intervals for you of 200m run and 10 reps of Box Jumps, Power Snatch, and Overhead Squats. Loading should be light and you should be able to duplicate your effort for the entire 24 minutes. You’ll have more than enough rest to maintain a high-output today, around 85%. Have fun and work with someone you’ve never worked with before!In teams of 3:AMRAP 24:Run 600 Meters*Each athlete runs 200m30 Box Jumps w. step down (24, 20)*Each athlete completes 10 reps30 Power Snatch (75, 55)*Each athlete completes 10 reps30 Overhead Squats (75, 55)*Each athlete completes 10 repsRx+:(95, 65)L3: (65, 45)L2: (20, 15) (55, 35)L1: (20, 15 Step-ups) (35, 25 Russian Swings for Power Snatch) (35, 25 Goblet Squat for OHS)E) EXTRA CREDIT (55:00 - 60:00)Banded Pulldowns: 3 x 15-20. Rest 60s.",3.62,"3+620","Rounds + Reps","","[{""rnds"":3,""reps"":620}]","",RX,
01/07/2019,"Strength","QoD: Would you rather be publicly corrected for saying a word improperly, or never be corrected, and continue to say it wrong.– Strength: Build over the course of 6-7 sets to a heavy set of 1 Power Snatch + 3 Overhead Squats.Power Snatch + Overhead Squat: Build to a challenge set of 1 Power Snatch + 3 Overhead Squats. Rest 2:00Score=heaviest load",135,"135","Load","","[{""success"":true,""load"":135}]","",RX,
01/07/2019,"MetCon Prep","2 Rounds of:3 Touch n Go Squat SnatchRest 60s.",1,"Yes","Checkbox","","[{""boolean"":1}]","",RX,
01/07/2019,"The Departed","– Metcon: This workout is intended to be done at near maximal effort. Whatever load you choose for squat snatches should allow for FAST sets! Do not try to pace this one, just go for it! Score = total reps.In a 5 Minute Window:500 Meter RowWith the remaining time AMRAP:Squat Snatches (115, 75)Rx+:(135, 95)L3: (95, 65) L2: (Power Snatch + OHS) (75, 55)L1: (75, 55 Thrusters)*Score = total squat snatches",10,"10","Reps","","[{""reps"":10}]","Row finished at 1:42About 15 failed attempts 🥵",RX,PR
01/07/2019,"Extra Credit","Facepull + External Rotation + Y-Press: 3 x 10-15. Rest 60s.",1,"Yes","Checkbox","","[{""boolean"":1}]","",RX,
01/09/2019,"Gymnastics Strength","QoD: Do you have or have you ever experienced any recurring dreams? – Skill: Today choose 2 out of the 4 choices and accumulate 30-60s of total time performing a static hold.Gymnastics Static Holds x 30-60s each- L-Sit- Hollow Hold- Ring Support- Chest Facing Wall Handstand*Choose 2 of the 4",1,"Yes","Checkbox","","[{""boolean"":1}]","",RX,
01/09/2019,"MetCon","– Metcon: Today you should be able to sustain a 75% effort for the entire workout meaning your reps output should only drop off slightly each set. Don’t worry about your score today, worry about performing each movement perfectly.5 Rounds 30s work/30s rest:1a) Wallballs (20, 14)1b) Box Jumps w. step down (24, 20)1c) Double Unders1d) Russian Twists w. a plate (25, 15) 1e) Burpees*Score = Total Wallballs + BurpeesL2: (14, 10) (20, 15) (15, 10)L1: (10, 8) (20, 15 Step-ups) (10, BW)",115,"115","Reps","","[{""reps"":115}]","25lb wallball 12/14/14/13/1330” box jumps 8/9/8/9/9Burpees 10/10/10/10/9",RX,
01/09/2019,"Extra Credit","KB Curls: 3 x 10-12. Rest 60s.Then,5 Minutes of Parasympathetic Breathing OR Light Foam Rolling",1,"Yes","Checkbox","","[{""boolean"":1}]","",RX,
01/11/2019,"MetCon","QoD: What are 1 to 3 of the best sources of healthy fat?– Metcon: The goal of today’s piece to breathe for 25 minutes. Nothing in this workout should prevent you from being consistent for all rounds.EMOM 25:MINUTE 1: 40s of Asymmetrical OH Carry (53s, 35s)*1 KB OH/1 KB in Front RackMINUTE 2: 10/8 Strict Ring Pull-ups*Alt. Grips every setMINUTE 3: 12/8 Ring or Bar DipsMINUTE 4: 15 SDHP (95, 65) MINUTE 5: 10 Front Rack Reverse Lunges (95, 65) (total)",1,"Yes","Checkbox","","[{""boolean"":1}]","",RX,
01/11/2019,"Extra Credit","AFAP:75-50-25Banded PulldownsBanded Pushdowns*After each set complete a 30s Hollow Hold.",0,"0:00","Time","","[{""mins"":0}]","Skipped the hollow holds",SCALED,
01/12/2019,"Triple 3","QoD: What is one nutrition-related goal you can work towards over the next 3 to 6 months?With a Partner For Time Complete:3,000 Meter Row300 Double Unders (500 singles)3 Mile RunTime Cap: 49 mins",2160,"36:00","Time","","[{""secs"":0,""mins"":36}]","Singles And weight vest Teamed up with Fred & Jason",SCALED,
01/12/2019,"Extra Credit","*Folks that finish early should support those that have NOT finished yet!As a group perform:Light Cooldown 400m Jog or RowThen,5 Minutes of Parasympathetic Breathing",1,"Yes","Checkbox","","[{""boolean"":1}]","",RX,
01/13/2019,"Skill Work","Rope Climb Skill Practice*Superset with DB Rolling Tricep Extensions completing a total of 50 Reps with moderate heavy DBs.",1,"Yes","Checkbox","","[{""boolean"":1}]","",RX,
01/13/2019,"MetCon","4 RFT:3 Rope Climbs15 Deadlifts (155, 105)50 Double UndersL3: (135, 95) (1-2 Rope Climbs per round)L2: (3 Ground to Standing w. rope) (115, 75) (50 Single Unders)L1: (10 Ring Rows) (95, 65) (50 Single Unders12:00 Time Cap",616,"10:16","Time","","[{""secs"":16,""mins"":10}]","Singles. ",SCALED,
01/14/2019,"Clean and Jerk","QoD: What is your favorite physical feature on yourself?– Strength: Today we are working on obtaining maxes for the clean + jerk and back squat. Take as much time as you need to build to maxes today. Remember, technique for both takes precedence. We will be using this clean and jerk and back squat number for the next 3 weeks.Clean + Jerk: 1RM. Rest 2:00- Any style permitted.Last tested 1/1/18",180,"180","Load","Clean & Jerk","[{""success"":true,""load"":180}]","",RX,
01/14/2019,"Back Squat","Back Squat: 1RM. Rest 2-3:00. - Build to a 1RM in 8-10 sets.- Sets of: 5,4,3,2,1,1,1...",275,"275","Load","Back Squat","[{""success"":true,""load"":275}]","",RX,
01/16/2019,"GPP","QoD: When is the last time you bought something for yourself that you really wanted?– Metcon: Today’s workout is about maintaining a consistent pace for all rounds. All carries should be light and able to be done UB. Find a pace on your run/row that you can sustain for the entire 30 minutes.30 Minutes on the clock:400m Run400m Row60s Light Front Rack Carry60s Light Farmer Carry*Alternate Option FOR Run/Row2:00 of Bike or Ski Erg",4.8,"4+800","Rounds + Reps","","[{""rnds"":4,""reps"":800}]","Wish I would have brought my running shoes for this one.53lb kb’s beat me down. ",RX,
01/16/2019,"Extra Credit","Seated Banded Lat Pulldowns x 75 Reps Then,5 Minutes of Parasympathetic Breathing OR Light Foam Rolling",1,"Yes","Checkbox","","[{""boolean"":1}]","",RX,
01/17/2019,"Strength Complex","QoD: Did you ever take musical instrument lessons? Can you currently play any musical instruments?– Strength: Today is week 1 of Power Clean + Jerk/Back Squat Work. Take 3-4 sets to build to work weight for both.Power Clean + Jerk: 6 x 1.1 (10s) @70-75% of Monday, every 60s.- Beginner: Work on technique with light load for all sets.",125,"125","Load","","[{""success"":true,""load"":125}]","",RX,
01/19/2019,"MetCon","QoD: What is one word to describe how you feel about CrossFit?– Metcon: Today’s Metcon is about communication and splitting volume into manageable sets. One round of this workout is meant to be time-consuming so whether or not you get through 1 full round and onto round two will come down to your strategy. Overall, Power cleans/S2OH should be capable of being done in sets of 5.AMRAP 25 in teams of 2:150 Wallballs (20, 14)100 Power Cleans (135, 95)75 S20H (135, 95)50 C2B Pull-ups L3: (115, 75) (Pull-ups)L2: (14, 10) (95, 65) (Band Assisted Pull-ups)L1: (10, 8) (75, 55) (Ring Rows)",1.066,"1+66","Rounds + Reps","","[{""rnds"":1,""reps"":66}]","",SCALED,
01/19/2019,"Extra Credit","5 Minutes of Parasympathetic Breathing OR Light Foam Rolling",1,"Yes","Checkbox","","[{""boolean"":1}]","",RX,
01/20/2019,"Hotel Dumbbell","1 2 3 4 5 6 7 8 9 10Dumbbell front squat 50lbBurpees",748,"12:28","Time","","[{""secs"":28,""mins"":12}]","",RX,
01/21/2019,"Strength","QoD: Who is the strongest person you know? (physically or emotionally, whichever comes to mind first)– Strength: Build to a touch n go 5RM over the course of 5 sets. Shoot for 80% of current 1RM.Touch n Go Conventional Deadlift: 5RM. Rest 2:00-3:00.Rx+:(Use a heavy band over the bar).- Beginner: 5 x 5, adding if form permits.Last tested on 8/20.",335,"335","Load","Deadlift","[{""success"":true,""load"":335}]","",RX,
01/21/2019,"MetCon Prep","2-3 Sets of:3 DB Hang Squat Cleans3 Burpee Box Jumps w. stepdownRest 60s between sets.",1,"Yes","Checkbox","","[{""boolean"":1}]","",RX,
01/21/2019,"MetCon","– Metcon: Today’s Metcon will likely challenge you more than you think. DB Hang Squat Cleans are a movement we don’t see too often so be smart with scaling. Both AMRAPs are meant to be done at near maximal effort.AMRAP 6 x 2 sets. Rest 3:00 between AMRAPs.5 DB Hang Squat Cleans (50s, 35s)5 Burpee Box Jumps (24, 20)L3: (45s, 30s)L2: (35s, 20s) (20, 15)L1: (25s, 15s) (Burpees no box)*Score = Total Reps/Rounds",8.005,"8+5","Rounds + Reps","","[{""rnds"":8,""reps"":5}]","",RX,
01/22/2019,"MetCon","– Metcon: Today we are looking at 75% effort for all rounds. KB weight choices should be light and allow for sets of 10/10 the entire workout.AMRAP 17:300 Meter Row20 KBS (53, 35)10 T2BRx+:(5/3 Bar Muscle-ups after T2B each round)L3: (45, 30)L2: (35, 25) (Knee Lifts)L1: (35, 25 Russian Swings) (Abmat Sit-ups)- Alternate Option for Rowing- 400m Run OR 300m Ski Erg",5.037,"5+37","Rounds + Reps","","[{""rnds"":5,""reps"":37}]","",RX,
01/25/2019,"Skill Work","QoD: Equal parts cake/icing? All icing or all cake?– Strength: Today’s EMOM we’ll perform some strength work for the back, biceps, triceps, and core. All intervals should doable so make sure your scaling is on point.EMOM 12:Minute 1: Double KB OH Carry x 100 Ft.Minute 2: 12/8 Ring or Bar Dips- Band Assisted OR Box DipsMinute 3: 10/6 Strict Pull-ups- Band Assisted OR Ring Rows w. a slight pause x 10-12.",1,"Yes","Checkbox","","[{""boolean"":1}]","",RX,
01/25/2019,"MetCon","– GOAT WOD: We’ll then perform a 12-minute EMOM in which you’ll alternate between both of your GOATs. Again, movement efficiency takes precedence.GOAT WOD:EMOM 12:ODD MINTUES: GOAT #1 x 30-40s of WorkEVEN MINUTES: GOAT #2 x 30-40s of Work*Score = Your goal for this years CF Open",0,"Freaky Friday","Other / Text","","[{""other"":""Freaky Friday""}]","Split jerkBmu practice ",RX,
01/26/2019,"Chesna","AMRAP 30 w. a partner:Buy in:209 Double Unders split howeverThen,Remaining time AMRAP:7 Power Snatch (135, 95) 15 Thrusters (135, 95)18 Calorie Row *One athlete completes a full round at a time.L3: (115, 75)L2: (95, 65) (Double Under Attempts)L1: (65, 35) (Single Unders)",8,"8","Rounds + Reps","","[{""rnds"":8,""reps"":0}]","Rd 1 95lbsRd 2-8 105lbsWith Jason and FredSnatches 1/1/1/1/1/1/1Thrusters 5/5/5",SCALED,PR
01/28/2019,"Strength","QoD: What is one trick you use to get your 80 oz of water in?– Strength: Today we are working up to a 2RM in the Box Front Squat and performing accessory work. The Front Box Squat will be the same technique as our speed back squats where you sit back on the box. The purpose of this is to break up the phases of the lift and develop force out of the hole. The accessory work should be fast paced where you only rest quickly between movements.Front Squat Box Squat: 2RM. Rest 2:00- Use a 13-15"""" Box. - Beginner: 5 x 5, adding weight if form permits.Last tested on 6/4.",215,"215","Load","Front Box Squat","[{""success"":true,""load"":215}]","",RX,
01/28/2019,"MetCon Prep","Review MetCon Movements x 5-10 reps each.",1,"Yes","Checkbox","","[{""boolean"":1}]","",RX,
01/28/2019,"MetCon","– Metcon: Our Metcon today should be done at a fast pace, around 90% effort each round. You should be able to complete all movements in no more than 2 sets. You’ll rest 2 minutes after each completed round.4 Rounds for quality, but at a fast pace:1a) Double Kettlbell Front Rack Walking Lunges x 20 Reps.1b) Band Resisted Russian KBS x 20 Reps. 1c) DB Serratus Crunch x 20 Reps. Rest 2:00 after each completed round. Scale loading as needed.Last tested on 6/4.",1,"Yes","Checkbox","","[{""boolean"":1}]","",RX,
01/28/2019,"Extra Credit","5 Minutes of Parasympathetic Breathing",1,"Yes","Checkbox","","[{""boolean"":1}]","",RX,
01/30/2019,"MetCon","QoD: Is there a food you purposely avoid because you know it doesnt make you feel well?– Metcon: Today’s workouts have two objectives: aerobic capacity and skill under fatigue. Keep your effort around 80%.For time:40-30-20-10Rowing CaloriesRest 90s between sets.16:00 CapFor time:50-40-30-20-10UB Double Unders*Rest as needed between each set. If you break you must start your SET over!Rx+:(Reps of 100-80-60-40-20)L2/L1: UB Single Unders10:00 CapFor time:100 Calories on the Rower10:00 Cap",168,"2:48","Time","","[{""secs"":35,""mins"":8},{""secs"":48,""mins"":2},{""secs"":1,""mins"":5}]","Row 40/30/20/10 8:35Singles 2:48Row 100 5:01",SCALED,
02/01/2019,"Strength","QoD: What was your least favorite part of being in school?– Strength: Take 8-10 singles and build to a 1RM Bench press. Try to beat your previous max by 5#’s and have a plan in place before starting how you’re going to beat your old number.Bench Press: 1RM. Rest 2:00Beginner: 5 x 5, adding weight each. Rest 2:00*In between sets complete 20 Banded Pull-apartsLast tested on 8/17.",215,"215","Load","Bench Press","[{""success"":true,""load"":215}]","",RX,
02/01/2019,"MetCon Prep","2-3 Rounds of:5 S20H5 T2B5 BurpeesRest 60s",1,"Yes","Checkbox","","[{""boolean"":1}]","",RX,
02/01/2019,"MetCon","– Metcon: Set the goal of sustaining your splits today with effort around 80%. Starting slow and adjusting will be the smart thing to do. Overall, you should be able to complete T2B/S20H in 2 sets or less.5 RFT:10 T2B10 S20H (135, 95) 200 Meter RunRx+:(155, 105) (21/18 Calorie Assault Bike or Ski Erg in place of Run)L3: (115, 75)L2: (Knee Lifts) (95, 65 Push Press)L1: (20s Elbow Plank each round) (DB Push Press, neutral grip)*Alternate Option- 250m Row, 45s Bike OR Ski Erg18:00 CapLast tested TIME DOMAIN VERSION on 11/30.",964,"16:04","Time","","[{""secs"":4,""mins"":16}]","Had to drop down to 115 on the s2oh. 18 cal Ski instead of running. ",SCALED,
02/01/2019,"Extra Credit","Accumulate: 150-200 Single Arm Banded Pushdowns (total)75-100 KB Curls",1,"Yes","Checkbox","","[{""boolean"":1}]","",RX,
02/02/2019,"Extra Credit","Recovery5 Minutes of Parasympathetic Breathing""",1,"Yes","Checkbox","","[{""boolean"":1}]","",RX,
02/02/2019,"MetCon","QoD: What is one thing you would never let anyone borrow?– Metcon: Work with a partner today each of you completing a full round at a time. This should allow you to maintain a higher level of effort for each 10 minute AMRAP. Loading should allow for UB sets.On a running clock with a partner:0:00-10:00 AMRAP10 Deadlifts (155, 105)10 Box Jumps w. step down (24, 20)10 Wallballs (20, 14)*One athlete completes a full round at a time12:00-24:00 AMRAP8 Front Squats (155, 105)8 Box Jump Overs (24, 20)8 C2B Pull-ups26:00-32:00 RECOVEREasy Jog, Bike, Row, or Sledpull for RecoveryL3: (135, 95) (Pull-ups)L2: (115, 75) (20, 15) (14, 10) (Band Assisted Pull-ups)L1: (95, 65) (20, 15 Step-ups) (10, 8) (Ring Rows)",8.014,"8+14","Rounds + Reps","","[{""rnds"":8,""reps"":14},{""rnds"":5,""reps"":0}]","",RX,
02/03/2019,"MetCon","Strongman Events x 20 Minutes- Heavy Sledpush- Heavy Farmer Carry- Stone to Shoulder or Overshoulder- Logpress- Tire Flips *Done as AMRAP 20 with stations. Athletes can choose how much work to perform of each*If you do not have any strongman equipment performAMRAP 20:Farmer Carry x 100 MetersHeavy Slepush or Pull x 100 MetersBottoms-up KB Carry x 50 feet each arm",5,"5","Rounds + Reps","","[{""rnds"":5}]","",RX,
02/04/2019,"MetCon Prep","2 Deadlifts + 2 Hang Power Cleans + 1 Squat*Warm-up to Metcon weight in 3-4 sets. Rest 60s.",1,"Yes","Checkbox","","[{""boolean"":1}]","",RX,
02/04/2019,"Strength","QoD: What are your secret skills/hidden talents/something you can do that most people dont realize you can do?– Strength: Build to a 1RM Sumo Deadlift against a band over the course of 8-10 sets. Will be using this number starting next Thursday for a speed-cycle.Sumo Deadlift against a band: 1RM. Rest 2:00- Take 8-10 sets to progressively build to a 1RM increasing rest between heavier set.- Beginner: 5 x 5, no band. Rest 2:00Last tested on 6/11/18, 11/19/18 * PLEASE NOTE BAND * (Heavy Blue, Heavy Green, Light Green, Light Blue, Red)",335,"335","Load","","[{""success"":true,""load"":335}]","Green band",RX,
02/04/2019,"Southie","– Metcon: The goal with this piece is to focus on being efficient with the barbell and strategy as it’s easy to overshoot this one. Effort should be around 80-85% and loading should be heavy-ish for the squat cleans, likely a weight you’ll perform fast singles with.For time:45 Deadlifts (155, 105)30 Hang Power Cleans (155, 105)15 Squat Cleans (155, 105)L3: (135, 95)L2: (115, 75)L1: (95, 65)10:00 CapBeginner Option:AMRAP 8:8 Deadlifts (135, 95)8 Goblet Squats (https://youtu.be/PaZRq2uKT3w) (53, 35)8 Squat ThrustsLast tested on 10/8, 7/16/18, 11/20/17",477,"7:57","Time","","[{""secs"":57,""mins"":7}]","135 lb barShaved 0:59 seconds off my pr. 🤓",SCALED,PR
02/06/2019,"Extra Credit","5 Mintues of Global Recovery Foam Rolling or 5 Minutes of Row, Bike, Jog, light Sledpull.",1,"Yes","Checkbox","","[{""boolean"":1}]","",RX,
